id,name,club,age,league,nationality,height_cm,weight_kg,pace,shooting,passing,dribbling,defense,physical,gk_habilities,position
4389,C. Coosemans,KV Mechelen,24,Belgian First Division A,Belgium,186,83,72,68,72,73,45,69,71,Goalkeeper
4390,C. Cambon,US Orléans Loiret Football,30,French Ligue 2,France,184,76,61,47,60,58,69,75,11,Defender
4391,Rogerinho,Al Faisaly,30,Saudi Professional League,Brazil,176,70,80,65,66,76,35,54,12,Striker
4392,K. Kodro,1. FSV Mainz 05,23,German Bundesliga,Bosnia Herzegovina,187,79,62,69,61,67,34,72,11,Striker
4393,Zhang Xizhe,,26,,China PR,177,72,69,65,71,73,47,52,13,Midfielder
4394,D. Halfar,1. FC Kaiserslautern,29,German 2. Bundesliga,Germany,173,67,77,56,70,76,32,59,13,Midfielder
4395,H. Goitom,AIK Solna,32,Swedish Allsvenskan,Eritrea,189,85,54,68,61,66,43,72,11,Striker
4396,P. Schiattarella,Ferrara (SPAL),30,Italian Serie A,Italy,178,68,82,62,69,72,56,73,11,Midfielder
4397,F. Caputo,Empoli,29,Italian Serie B,Italy,181,74,85,69,47,68,19,70,11,Striker
4398,S. Kurtuluş,Bursaspor,29,Turkish Süper Lig,Turkey,186,79,68,44,65,63,72,75,13,Defender
4399,R. Krunić,Empoli,23,Italian Serie B,Bosnia Herzegovina,184,74,71,59,69,75,47,66,12,Midfielder
4400,N. Bahoui,Grasshopper Club Zürich,26,Swiss Super League,Sweden,188,84,76,72,66,72,29,72,9,Striker
4401,C. Diandy,Sporting Charleroi,26,Belgian First Division A,Senegal,186,77,68,50,65,67,68,76,11,Defender
4402,M. Chanot,New York City Football Club,27,USA Major League Soccer,Luxembourg,186,84,40,49,46,43,71,78,11,Defender
4403,A. Parot,Rosario Central,27,Argentinian Superliga,Chile,181,81,72,47,59,65,73,78,11,Defender
4404,Álvaro García,Cádiz C.F.,24,Spanish Segunda División,Spain,168,59,90,63,63,76,24,49,11,Striker
4405,A. Traoré,AS Monaco,22,French Ligue 1,Mali,180,72,69,54,67,73,62,63,10,Midfielder
4406,S. Viera,CPD Junior Barranquilla,34,Colombian Primera A,Uruguay,184,86,72,67,67,74,39,66,69,Goalkeeper
4407,A. Warda,,23,,Egypt,176,70,79,61,71,73,27,45,10,Midfielder
4408,M. Albornoz,Hannover 96,26,German Bundesliga,Chile,180,80,71,53,72,73,65,72,10,Defender
4409,H. Yamada,Júbilo Iwata,28,Japanese J1 League,Japan,173,66,72,64,69,74,51,65,11,Midfielder
4410,C. Mandanne,La Berrichonne de Châteauroux,32,French Ligue 2,France,171,62,74,71,69,74,42,48,13,Striker
4411,L. Boyce,Burton Albion,26,English Championship,Northern Ireland,184,75,71,72,52,67,27,78,12,Striker
4412,S. Yago,Toulouse FC,24,French Ligue 1,Burkina Faso,180,77,70,40,58,66,73,76,11,Defender
4413,Hugo Rubiães,Cruzeiro,33,Campeonato Brasileiro Série A,Brazil,175,75,69,61,61,70,71,66,12,Defender
4414,Yannick Djaló,Vitória Setúbal,31,Portuguese Primeira Liga,Portugal,171,62,88,70,63,75,34,44,14,Striker
4415,Y. Bammou,FC Nantes,25,French Ligue 1,Morocco,188,78,64,70,68,71,45,73,11,Striker
4416,V. Nsimba,Bourg en Bresse Péronnas 01,23,French Ligue 2,DR Congo,167,67,88,59,61,68,69,73,8,Defender
4417,Emerson Avintes,Cruzeiro,25,Campeonato Brasileiro Série A,Brazil,177,71,57,70,71,71,25,62,9,Midfielder
4418,R. Alioui,Nîmes Olympique,25,French Ligue 2,Morocco,186,82,78,69,59,68,22,71,11,Striker
4419,J. Dahlin,Malmö FF,30,Swedish Allsvenskan,Sweden,191,90,68,67,71,73,37,70,70,Goalkeeper
4420,Martin Cordeia,Cruzeiro,33,Campeonato Brasileiro Série A,Brazil,181,76,52,70,74,69,32,67,10,Midfielder
4421,V. Anita,Leeds United,28,English Championship,Netherlands,168,65,73,54,66,74,68,72,13,Midfielder
4422,D. Larsson,Akhisar Belediyespor,30,Turkish Süper Lig,Sweden,175,79,89,67,63,71,34,72,11,Striker
4423,O. Alanís,Guadalajara,28,Mexican Liga MX,Mexico,186,75,51,47,63,59,74,64,11,Defender
4424,Guarrotxena,C.D. Leonesa S.A.D.,24,Spanish Segunda División,Spain,177,66,78,69,68,70,57,72,12,Striker
4425,Santos,Suwon Samsung Bluewings,31,Korean K League Classic,Brazil,165,64,83,70,66,72,40,62,12,Striker
4426,E. Asante,FC Nordsjælland,28,Danish Superliga,Ghana,171,69,95,62,61,71,47,57,11,Striker
4427,H. Kage,KV Kortrijk,27,Belgian First Division A,DR Congo,177,81,78,65,64,77,58,68,12,Striker
4428,J. Egan,Brentford,24,English Championship,Republic of Ireland,188,72,70,49,53,61,69,75,10,Defender
4429,D. Bassi,La Spezia,32,Italian Serie B,Italy,190,82,70,65,60,74,37,74,69,Goalkeeper
4430,C. Bolaños,Vancouver Whitecaps FC,33,USA Major League Soccer,Costa Rica,175,70,69,65,70,73,34,61,11,Midfielder
4431,M. Costanzo,FC Thun,29,Swiss Super League,Switzerland,179,74,63,69,66,70,53,62,12,Midfielder
4432,B. Röcker,Brøndby IF,27,Danish Superliga,Germany,197,90,42,31,44,39,71,76,11,Defender
4433,F. Fernández,CD America de Cali,25,Colombian Primera A,Paraguay,185,84,68,68,53,68,22,60,12,Striker
4434,Nílton,Vissel Kobe,30,Japanese J1 League,Brazil,185,88,58,71,69,64,70,82,10,Defender
4435,J. Palacios,CD Los Millionarios Bogota,27,Colombian Primera A,Colombia,178,72,86,53,59,66,66,74,12,Defender
4436,C. Henao,Independiente Santa Fe,28,Colombian Primera A,Colombia,187,85,52,48,41,44,73,78,10,Defender
4437,F. Coltorti,RB Leipzig,36,German Bundesliga,Switzerland,197,95,67,72,67,72,31,73,70,Goalkeeper
4438,C. Lepoint,KV Kortrijk,32,Belgian First Division A,Belgium,189,84,54,68,64,61,69,84,11,Defender
4439,R. Gómez,Deportivo Toluca,24,Mexican Liga MX,Argentina,168,65,85,68,67,74,49,57,12,Defender
4440,M. Caligiuri,SpVgg Greuther Fürth,33,German 2. Bundesliga,Germany,180,75,66,56,65,65,71,71,9,Defender
4441,J. Hoogma,TSG 1899 Hoffenheim,19,German Bundesliga,Netherlands,190,81,67,29,51,56,71,71,11,Defender
4442,Marlion Rolim,Fluminense Football Club,25,Campeonato Brasileiro Série A,Brazil,175,70,67,66,65,69,56,54,11,Midfielder
4443,K. Akpoguma,TSG 1899 Hoffenheim,22,German Bundesliga,Germany,192,85,74,48,52,60,70,72,11,Defender
4444,E. Torres,Houston Dynamo,24,USA Major League Soccer,Mexico,183,81,70,73,66,69,35,71,10,Striker
4445,R. Quioto,Houston Dynamo,25,USA Major League Soccer,Honduras,180,78,84,67,63,72,23,69,10,Striker
4446,S. Tkachev,Arsenal Tula,28,Russian Premier League,Russia,184,80,72,72,68,71,33,64,9,Striker
4447,P. Hosiner,1. FC Union Berlin,28,German 2. Bundesliga,Austria,179,79,81,68,57,71,21,59,14,Striker
4448,Y. Karamoh,Inter,18,Italian Serie A,France,185,77,82,68,64,73,28,63,11,Striker
4449,S. Chernik,AS Nancy Lorraine,29,French Ligue 2,Belarus,187,84,70,70,67,76,19,70,71,Goalkeeper
4450,L. Rosenior,Brighton & Hove Albion,32,English Premier League,England,178,77,69,52,59,69,71,67,11,Defender
4451,M. Miloš,Lechia Gdańsk,24,Polish Ekstraklasa,Croatia,175,70,75,53,63,73,65,72,11,Defender
4452,J. Lucumi,Atletico Nacional Medellin,22,Colombian Primera A,Colombia,177,69,81,67,62,74,23,56,9,Striker
4453,T. Matton,KAA Gent,31,Belgian First Division A,Belgium,178,73,60,69,71,72,38,59,8,Midfielder
4454,Alan Baró,Central Coast Mariners,32,Australian A-League,Spain,180,72,65,48,49,42,71,84,10,Defender
4455,S. Dimitrievski,Gimnàstic de Tarragona,23,Spanish Segunda División,FYR Macedonia,188,81,72,70,67,71,37,72,70,Goalkeeper
4456,A. Donis,VfB Stuttgart,20,German Bundesliga,Greece,178,77,78,70,55,75,25,65,12,Striker
4457,Eltildo Bessa,Fluminense Football Club,33,Campeonato Brasileiro Série A,Brazil,165,62,85,68,56,77,30,45,10,Striker
4458,M. Poundjé,Girondins de Bordeaux,24,French Ligue 1,France,180,74,82,34,63,71,68,67,10,Defender
4459,V. Procházka,Osmanlıspor,33,Turkish Süper Lig,Czech Republic,185,82,63,62,59,62,73,70,11,Defender
4460,O. Barreto,Rio Ave FC,24,Portuguese Primeira Liga,Colombia,173,68,76,66,64,75,19,49,10,Striker
4461,D. Álvarez,La Equidad,35,Colombian Primera A,Colombia,173,70,65,70,61,69,29,60,10,Striker
4462,J. Boye,Medicana Sivasspor,30,Turkish Süper Lig,Ghana,185,72,65,33,55,57,69,76,8,Defender
4463,A. Elek,,28,,Hungary,193,91,64,65,64,62,68,82,10,Midfielder
4464,T. Kister,SV Sandhausen,30,German 2. Bundesliga,Germany,193,93,59,29,44,39,70,77,12,Defender
4465,N. Omladič,SpVgg Greuther Fürth,27,German 2. Bundesliga,Slovenia,180,72,75,56,71,75,46,61,9,Midfielder
4466,Nano,UD Almería,32,Spanish Segunda División,Spain,182,73,78,60,72,68,67,72,11,Midfielder
4467,J. Tavernier,Rangers,25,Scottish Premiership,England,182,75,83,62,65,69,66,73,12,Defender
4468,K. McLean,Aberdeen,25,Scottish Premiership,Scotland,183,70,74,69,66,70,51,69,12,Striker
4469,C. Galano,Bari,26,Italian Serie B,Italy,170,69,92,64,66,74,16,73,10,Midfielder
4470,M. Heylen,SV Zulte-Waregem,23,Belgian First Division A,Belgium,187,82,54,37,56,47,70,72,12,Defender
4471,W. Dutoit,KV Oostende,28,Belgian First Division A,France,182,78,72,67,66,73,46,69,69,Goalkeeper
4472,D. Bottinelli,CD America de Cali,30,Colombian Primera A,Argentina,167,67,57,66,73,71,34,66,12,Midfielder
4473,A. Pearce,Derby County,28,English Championship,Republic of Ireland,188,85,41,26,42,42,71,79,11,Defender
4474,L. Unnerstall,VVV-Venlo,26,Holland Eredivisie,Germany,198,104,69,71,64,72,33,69,69,Goalkeeper
4475,M. Franke,Norwich City,24,English Championship,Germany,193,90,50,31,45,46,71,76,12,Defender
4476,M. Mitrović,Beşiktaş JK,23,Turkish Süper Lig,Croatia,187,85,53,50,54,59,69,77,10,Defender
4477,S. Morrison,Cardiff City,26,English Championship,England,194,84,52,29,42,48,69,78,13,Defender
4478,A. Kashi,Charlton Athletic,28,English League One,Algeria,178,76,59,37,60,57,68,78,11,Midfielder
4479,M. El Kabir,Antalyaspor,28,Turkish Süper Lig,Morocco,174,84,71,70,63,71,27,75,12,Striker
4480,B. Wright,Bristol City,24,English Championship,Australia,184,79,66,39,48,56,70,78,14,Defender
4481,G. Troupée,FC Utrecht,19,Holland Eredivisie,Netherlands,175,65,79,49,63,73,66,71,12,Defender
4482,G. Aburjania,Sevilla Atlético,22,Spanish Segunda División,Georgia,185,78,65,57,69,69,66,71,8,Midfielder
4483,T. Pukki,Brøndby IF,27,Danish Superliga,Finland,180,79,80,68,51,72,24,66,9,Striker
4484,O. Jiménez,Club América,28,Mexican Liga MX,Mexico,182,80,74,68,68,72,33,71,71,Goalkeeper
4485,J. Jones,Seattle Sounders FC,25,USA Major League Soccer,Trinidad & Tobago,180,73,84,58,72,73,64,73,10,Midfielder
4486,M. García,CA Osasuna,20,Spanish Segunda División,Argentina,169,65,72,67,65,77,24,42,9,Striker
4487,V. Kavlak,Beşiktaş JK,28,Turkish Süper Lig,Austria,178,68,65,69,67,70,69,69,9,Midfielder
4488,T. Elphick,Aston Villa,29,English Championship,England,187,86,40,37,51,56,71,74,11,Defender
4489,A. Sukhov,FC Ufa,31,Russian Premier League,Russia,174,71,77,33,63,66,69,62,9,Defender
4490,L. Mora,Ferrara (SPAL),29,Italian Serie A,Italy,183,79,64,64,72,68,59,65,13,Midfielder
4491,L. Mabiala,Portland Timbers,29,USA Major League Soccer,DR Congo,189,80,38,42,53,51,70,71,11,Defender
4492,N. Kranjčar,Rangers,32,Scottish Premiership,Croatia,185,75,57,67,77,72,37,57,9,Midfielder
4493,Túlio Sandoiro,Botafogo de Futebol e Regatas,33,Campeonato Brasileiro Série A,Brazil,186,82,64,71,62,73,37,71,10,Striker
4494,M. Domizzi,F.B.C. Unione Venezia,37,Italian Serie B,Italy,185,80,37,51,47,44,73,66,9,Defender
4495,L. Wallace,Rangers,29,Scottish Premiership,Scotland,185,75,76,51,60,67,68,79,10,Defender
4496,F. Balmont,Dijon FCO,37,French Ligue 1,France,168,72,47,64,71,69,71,69,11,Midfielder
4497,A. Baby,Sporting Charleroi,28,Belgian First Division A,Senegal,183,75,86,62,64,70,61,75,9,Midfielder
4498,D. Bouanga,FC Lorient,22,French Ligue 2,Gabon,180,71,77,71,66,73,22,63,11,Striker
4499,Pereirinha,CF Os Belenenses,29,Portuguese Primeira Liga,Portugal,174,67,78,59,61,72,68,68,9,Defender
4500,M. Kieftenbeld,Birmingham City,27,English Championship,Netherlands,179,78,69,66,66,67,68,76,10,Midfielder
4501,C. Embalo,Palermo,22,Italian Serie B,Guinea Bissau,175,74,90,60,61,74,16,61,10,Midfielder
4502,A. Issoko,Vitória Setúbal,25,Portuguese Primeira Liga,DR Congo,185,79,92,65,60,71,64,74,8,Striker
4503,I. Kiese Thelin,Waasland-Beveren,25,Belgian First Division A,Sweden,188,82,55,67,62,65,30,78,12,Striker
4504,H. Al Moqahwi,Al Ahli,29,Saudi Professional League,Saudi Arabia,173,65,60,65,71,72,63,70,12,Midfielder
4505,K. Palmer,Huddersfield Town,20,English Premier League,England,175,68,76,66,67,74,47,61,12,Midfielder
4506,A. Harit,FC Schalke 04,20,German Bundesliga,Morocco,179,66,75,56,70,81,33,39,11,Midfielder
4507,M. Günok,İstanbul Başakşehir FK,28,Turkish Süper Lig,Turkey,196,92,70,69,68,72,56,71,70,Goalkeeper
4508,S. Malone,Huddersfield Town,26,English Premier League,England,189,75,76,62,63,69,67,73,10,Defender
4509,A. Camara,En Avant de Guingamp,27,French Ligue 1,Guinea,178,71,91,67,65,73,29,69,14,Striker
4510,T. Asano,VfB Stuttgart,22,German Bundesliga,Japan,173,71,92,62,58,75,22,63,10,Striker
4511,G. Berardi,Leeds United,28,English Championship,Switzerland,179,72,76,39,60,62,70,77,12,Defender
4512,K. Günter,Galatasaray SK,22,Turkish Süper Lig,Turkey,185,79,66,31,56,58,71,71,10,Defender
4513,S. Medojević,Eintracht Frankfurt,26,German Bundesliga,Serbia,182,77,66,47,63,65,71,74,12,Defender
4514,M. Grujić,Liverpool,21,English Premier League,Serbia,191,82,67,68,67,67,69,77,11,Midfielder
4515,N. Albiach,Sparta Praha,24,Czech Liga,Spain,187,84,78,65,64,79,21,69,10,Striker
4516,D. N'Doye,Trabzonspor,32,Turkish Süper Lig,Senegal,186,81,74,70,58,69,39,77,12,Striker
4517,Carlinhos,Standard de Liège,23,Belgian First Division A,Brazil,180,75,74,64,67,74,41,69,13,Midfielder
4518,P. Díaz,San Lorenzo de Almagro,22,Argentinian Superliga,Chile,180,70,81,38,60,59,70,70,13,Defender
4519,M. Williamson,Oxford United,33,English League One,England,194,92,38,36,53,43,72,73,9,Defender
4520,E. Elgueta,CD Huachipato,33,Chilian Primera División,Chile,175,75,69,61,61,70,71,66,12,Defender
4521,S. Hanca,,25,,Romania,182,76,77,61,68,71,62,64,8,Striker
4522,W. Troost-Ekong,Bursaspor,23,Turkish Süper Lig,Nigeria,191,82,70,27,40,36,71,76,9,Defender
4523,S. Klaiber,FC Utrecht,22,Holland Eredivisie,Netherlands,184,76,75,59,64,63,69,77,14,Defender
4524,J. Boga,Birmingham City,20,English Championship,Ivory Coast,172,68,81,70,66,75,43,65,12,Striker
4525,D. Bent,Derby County,33,English Championship,England,180,73,68,72,52,65,26,58,9,Striker
4526,D. Fagundez,New England Revolution,22,USA Major League Soccer,Uruguay,173,57,80,68,64,76,41,58,9,Striker
4527,R. Peradezes,CD Universidad de Concepción,33,Chilian Primera División,Chile,188,83,61,73,69,70,16,73,69,Goalkeeper
4528,A. Keogh,Perth Glory,31,Australian A-League,Republic of Ireland,183,73,74,70,62,68,36,73,13,Striker
4529,R. Vitiello,Ternana,34,Italian Serie B,Italy,176,72,66,47,53,56,72,61,7,Defender
4530,D. Foulquier,RC Strasbourg,24,French Ligue 1,France,183,78,76,51,62,71,69,74,10,Defender
4531,Y. Okubo,F.C. Tokyo,35,Japanese J1 League,Japan,170,73,48,73,62,71,21,58,13,Striker
4532,A. Fuentoza,Everton de Viña del Mar,33,Chilian Primera División,Chile,178,69,78,55,66,63,65,61,12,Defender
4533,H. Dalsgaard,Brentford,27,English Championship,Denmark,192,81,83,66,62,67,68,70,11,Defender
4534,F. Bordagaray,Defensa y Justicia,30,Argentinian Superliga,Argentina,178,75,73,73,63,72,36,65,10,Striker
4535,T. Dingomé,ES Troyes AC,26,French Ligue 1,France,174,69,68,61,69,72,69,70,10,Defender
4536,W. Cestedo,CD Palestino,29,Chilian Primera División,Chile,191,87,71,70,74,69,35,72,71,Goalkeeper
4537,Y. Ngbakoto,Queens Park Rangers,25,English Championship,DR Congo,174,72,77,70,66,73,23,63,12,Striker
4538,M. Riemann,VfL Bochum,28,German 2. Bundesliga,Germany,186,83,70,71,73,73,49,66,71,Goalkeeper
4539,Jung Jo Gook,Gangwon FC,33,Korean K League Classic,Korea Republic,186,78,66,71,58,62,25,69,11,Striker
4540,N. Boilesen,FC København,25,Danish Superliga,Denmark,186,73,75,49,62,70,70,68,13,Defender
4541,A. Oyongo,Montreal Impact,26,USA Major League Soccer,Cameroon,175,68,84,57,67,75,64,66,10,Defender
4542,H. Salazores,Santiago Wanderers,29,Chilian Primera División,Chile,175,70,76,59,63,69,67,67,12,Defender
4543,Marc Valiente,KAS Eupen,30,Belgian First Division A,Spain,184,71,52,33,59,51,72,69,12,Defender
4544,G. Varelinto,CD O'Higgins,25,Chilian Primera División,Chile,176,74,78,42,54,59,69,81,10,Defender
4545,Borja Valle,RC Deportivo de La Coruña,24,Spanish Primera División,Spain,177,72,76,67,64,74,38,54,9,Striker
4546,K. Ayhan,Fortuna Düsseldorf,22,German 2. Bundesliga,Turkey,184,84,66,53,69,64,69,70,12,Defender
4547,Christian Rivera,SD Eibar,19,Spanish Primera División,Spain,190,80,55,48,67,67,67,70,10,Midfielder
4548,André Milazisco,Associação Atlética Ponte Preta,33,Campeonato Brasileiro Série A,Brazil,188,85,77,61,62,77,34,64,68,Goalkeeper
4549,M. Colin,Birmingham City,25,English Championship,France,180,76,76,33,62,70,69,71,11,Defender
4550,Martos,Sporting Charleroi,33,Belgian First Division A,Spain,181,73,62,34,61,62,74,65,12,Defender
4551,A. Niz,Club Atlético Tigre,29,Argentinian Superliga,Argentina,179,79,65,43,46,45,72,69,12,Defender
4552,A. Avlonitis,Panathinaikos FC,27,Greek Super League,Greece,191,83,60,39,46,45,73,73,10,Defender
4553,Marc Navarro,RCD Espanyol,21,Spanish Primera División,Spain,188,79,68,56,67,63,70,68,9,Defender
4554,F. Jozefzoon,Brentford,26,English Championship,Netherlands,175,72,91,60,62,75,33,61,11,Striker
4555,S. Moreira,FC Lorient,22,French Ligue 2,France,178,72,70,31,67,65,70,65,11,Defender
4556,D. Mosquera,Independiente Santa Fe,24,Colombian Primera A,Colombia,182,72,81,39,59,62,67,76,13,Defender
4557,S. Rieks,IFK Göteborg,30,Swedish Allsvenskan,Denmark,185,75,75,70,66,73,32,60,13,Striker
4558,A. Akaichi,Al Ittihad,28,Saudi Professional League,Tunisia,185,80,73,69,55,70,24,73,10,Striker
4559,S. Bossut,SV Zulte-Waregem,31,Belgian First Division A,Belgium,187,80,70,71,65,71,45,72,70,Goalkeeper
4560,J. Irvine,Hull City,24,English Championship,Australia,188,70,76,69,67,69,71,79,10,Defender
4561,I. Mystakidis,PAOK Thessaloniki,22,Greek Super League,Greece,181,76,75,69,63,71,34,67,10,Striker
4562,A. Bouchalakis,Nottingham Forest,24,English Championship,Greece,186,78,66,68,72,68,62,68,12,Midfielder
4563,Leonardo,Al Ahli,25,Saudi Professional League,Brazil,174,70,78,68,68,75,29,60,10,Striker
4564,C. Michelin,Toulouse FC,20,French Ligue 1,France,178,63,68,50,71,71,67,64,12,Defender
4565,B. Kısa,Bursaspor,34,Turkish Süper Lig,Turkey,180,70,53,72,76,72,55,56,10,Midfielder
4566,G. Courtet,FC Lorient,28,French Ligue 2,France,180,72,71,69,63,70,28,69,12,Striker
4567,V. Cabrera,Montreal Impact,24,USA Major League Soccer,Argentina,182,72,71,38,53,63,71,70,12,Defender
4568,S. Grytebust,Odense Boldklub,27,Danish Superliga,Norway,187,83,70,67,67,76,41,68,70,Goalkeeper
4569,S. Celozzi,VfL Bochum,28,German 2. Bundesliga,Germany,171,74,75,44,65,69,67,65,10,Defender
4570,A. Wisdom,Derby County,24,English Championship,England,186,78,73,30,57,60,74,75,11,Defender
4571,Melero,SD Huesca,23,Spanish Segunda División,Spain,183,79,63,69,68,68,69,66,11,Midfielder
4572,W. Sobota,FC St. Pauli,30,German 2. Bundesliga,Poland,175,63,89,63,62,74,37,53,11,Striker
4573,I. Latovlevici,Galatasaray SK,31,Turkish Süper Lig,Romania,176,74,72,63,69,67,69,72,13,Defender
4574,I. Cissé,Fulham,23,English Championship,Belgium,181,84,75,49,64,66,69,75,12,Defender
4575,Y. Makarenko,KV Kortrijk,26,Belgian First Division A,Ukraine,186,77,74,56,68,67,68,68,13,Defender
4576,D. Upamecano,RB Leipzig,18,German Bundesliga,France,185,83,79,32,53,57,69,71,9,Defender
4577,M. Dabo,SM Caen,30,French Ligue 1,France,176,65,74,51,62,68,71,67,12,Defender
4578,A. Reach,Sheffield Wednesday,24,English Championship,England,185,73,78,63,64,73,50,71,10,Midfielder
4579,W. Benítez,OGC Nice,24,French Ligue 1,Argentina,191,91,71,69,65,74,47,70,70,Goalkeeper
4580,João Talocha,Boavista FC,27,Portuguese Primeira Liga,Portugal,180,75,72,38,56,66,70,72,11,Defender
4581,F. Navarro,Club León,28,Mexican Liga MX,Mexico,165,62,85,58,64,69,66,61,13,Defender
4582,Abraham,Gimnàstic de Tarragona,31,Spanish Segunda División,Spain,175,71,72,52,67,71,67,75,10,Defender
4583,C. Gunter,Reading,27,English Championship,Wales,180,71,76,48,60,63,67,73,12,Defender
4584,M. Abeid,Dijon FCO,24,French Ligue 1,Algeria,178,77,66,69,68,73,62,72,12,Midfielder
4585,C. Alzáte,Deportes Tolima,29,Colombian Primera A,Colombia,163,63,84,62,70,72,36,51,9,Midfielder
4586,André Moreira,SC Braga,21,Portuguese Primeira Liga,Portugal,194,84,68,76,68,73,48,65,70,Goalkeeper
4587,C. Villagra,Atlético Tucumán,31,Argentinian Superliga,Argentina,177,73,79,56,67,68,69,70,9,Defender
4588,Kwon Soon Hyung,Jeju United FC,31,Korean K League Classic,Korea Republic,176,71,45,68,71,68,58,66,11,Midfielder
4589,Aday Benítez,Girona CF,29,Spanish Primera División,Spain,179,75,75,50,65,76,61,62,12,Striker
4590,L. Wílchez,Arsenal de Sarandí,33,Argentinian Superliga,Argentina,173,65,71,66,70,73,34,61,10,Midfielder
4591,N. Camacho,,29,,Paraguay,175,73,74,70,68,71,41,49,11,Striker
4592,Rhayner,Kawasaki Frontale,26,Japanese J1 League,Brazil,172,65,90,63,61,77,45,70,11,Striker
